DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-000783,CAMA-1,CAMA1,CAMA1_BREAST,,946382.0,Female,ATCC,3.0,-2.9132639589999996,Adherent,EMEM + 10% FBS,93.5,CVCL_1115,363.0,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,51,SIDM00920,,breast,breast_carcinoma,ERpos_HER2neg,luminal
ACH-000784,KYSE-70,KYSE70,KYSE70_OESOPHAGUS,,753576.0,Male,DSMZ,2.0,-5.230658721,,RPMI + 10% FBS,86.4,CVCL_1356,2219.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,77,SIDM01024,,esophagus,esophagus_squamous,,
ACH-000785,NCI-H2126,NCIH2126,NCIH2126_LUNG,,,Male,ATCC,3.0,-3.326931837,Adherent,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin+ 0.01mg/ml Transferrin+ 10nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,81.3,CVCL_1532,,haematopoietic_and_lymphoid_tissue,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",65,SIDM00775,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000786,Daudi,DAUDI,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906831.0,Male,ATCC,,,,,,CVCL_0008,1783.0,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",16,SIDM00845,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000787,LXF-289,LXF289,LXF289_LUNG,,753592.0,Male,DSMZ,3.0,-5.022637371,Adherent,F12 + 10% FBS,82.2,CVCL_1394,1175.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",63,SIDM00339,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000788,A2058,A2058,A2058_SKIN,,906792.0,Male,ATCC,2.0,-5.190887114,Adherent,DMEM + 10% FBS,,CVCL_1059,652.0,lymph_node,Metastasis,Skin Cancer,Melanoma,43,SIDM00797,,skin,melanoma,,
ACH-000789,NCI-H810,NCIH810,NCIH810_LUNG,,925341.0,Male,ATCC,,,,,,CVCL_1590,1104.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",51,SIDM01116,,lung,NSCLC,NSCLC_large_cell,
ACH-000790,SHP-77,SHP77,SHP77_LUNG,,724872.0,Male,ATCC,2.0,-3.470274279,Mixed adherent and suspension,RPMI + 10% FBS,89.4,CVCL_1693,1479.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),54,SIDM01078,,lung,SCLC,,
ACH-000791,RERF-LC-Ad1,RERFLCAD1,RERFLCAD1_LUNG,,,Male,HSRRB,4.0,-3.297514572,Adherent,RPMI + 10% FBS,87.2,CVCL_1651,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",70,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000792,BFTC-909,BFTC909,BFTC909_KIDNEY,,910698.0,Male,DSMZ,2.0,-4.605946177,,DMEM + 10% FBS,61.2,CVCL_1084,1284.0,kidney,Primary,Kidney Cancer,"Renal Carcinoma, transitional cell",64,SIDM00988,,kidney,renal_cell_carcinoma,transitional_cell,
ACH-000793,KATO III,KATOIII,KATOIII_STOMACH,,907276.0,Male,ATCC,2.0,-4.58916863,Mixed adherent and suspension,IMDM + 20% FBS,68.9,CVCL_0371,406.0,pleural_effusion,Metastasis,Gastric Cancer,"Adenocarcinoma, signet ring cell",55,SIDM00687,,gastric,gastric_adenocarcinoma,signet_ring_cell,
ACH-000794,BICR 22,BICR22,BICR22_UPPER_AERODIGESTIVE_TRACT,,1240121.0,Male,ECACC,2.0,-4.102695219,Adherent,DMEM + 10% FBS + 2mM Glutamine + 0.4ug/ml Hydrocortisone,94.4,CVCL_2310,1575.0,lymph_node,Metastasis,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,SIDM00485,,upper_aerodigestive,upper_aerodigestive_squamous,oral,
ACH-000795,MOLT-13,MOLT13,MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908146.0,Female,DSMZ,,,,,,CVCL_1422,86.0,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",2,SIDM00433,,blood,ALL,t_cell,
ACH-000796,MCAS,MCAS,MCAS_OVARY,,,Female,HSRRB,2.0,-4.241318041,Adherent,EMEM + 15% FBS,90.2,CVCL_3020,,ovary,Primary,Ovarian Cancer,"Cystadenocarcinoma, mucinous",,SIDM00008,,ovary,ovary_adenocarcinoma,mucinous,
ACH-000797,HLF-a,HLFA,HLFA_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_2255,,fibroblast,Primary,Fibroblast,Lung,54,,,fibroblast,fibroblast_lung,,
ACH-000798,CL-40,CL40,CL40_LARGE_INTESTINE,,1240124.0,Female,DSMZ,0.0,-2.7290205739999998,Adherent,DMEM:F12 (1:1) + 20% heat inactivated FBS,76.1,CVCL_1982,555.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00960,,colorectal,colorectal_adenocarcinoma,,
ACH-000799,Hs 695T,HS695T,HS695T_SKIN,,,Male,ATCC,2.0,-3.063505404,Adherent,EMEM + 10% FBS,62.2,CVCL_0851,,lymph_node,Metastasis,Skin Cancer,"Melanoma, amelanotic",26,,,skin,melanoma,amelanotic,
ACH-000800,NCI-H446,NCIH446,NCIH446_LUNG,,688023.0,Male,ATCC,2.0,-2.955700487,Mixed adherent and suspension,RPMI + 10% FBS,82.8,CVCL_1562,1222.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),61,SIDM00965,,lung,SCLC,,
ACH-000801,Hs 936.T,HS936T,HS936T_SKIN,,,Male,ATCC,2.0,-3.679524078,Adherent,DMEM + 10% FBS,85.0,CVCL_1033,,skin,,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-000802,BFTC-905,BFTC905,BFTC905_URINARY_TRACT,,910926.0,Female,DSMZ,2.0,-4.901520906,Adherent,DMEM + 10% FBS,61.2,CVCL_1083,1583.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,51,SIDM00989,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,
ACH-000803,COLO 668,COLO668,COLO668_LUNG,,910692.0,Female,ECACC,,,,,,CVCL_1128,1072.0,central_nervous_system,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),47,SIDM00143,,lung,SCLC,,
ACH-000804,NB-1,NB1,NB1_AUTONOMIC_GANGLIA,,949179.0,Male,HSRRB,3.0,-2.7609614060000003,Adherent,RPMI + 10% FBS,64.4,CVCL_1440,127.0,lymph_node,Metastasis,Neuroblastoma,,2,SIDM00578,,peripheral_nervous_system,neuroblastoma,,MYCN_amp
ACH-000805,COLO-679,COLO679,COLO679_SKIN,,906818.0,Female,DSMZ,2.0,-3.093260935,Adherent,RPMI + 10% FBS,74.1,CVCL_1130,2049.0,skin,Metastasis,Skin Cancer,Melanoma,47,SIDM00284,,skin,melanoma,,
ACH-000806,L-540,L540,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907323.0,Female,DSMZ,0.0,-1.78447162,,RPMI + 20% FBS,59.3,CVCL_1362,651.0,bone_marrow,,Lymphoma,"B-cell, Hodgkins",20,SIDM00329,,lymphocyte,hodgkin_lymphoma,,
ACH-000807,SNU-738,SNU738,SNU738_CENTRAL_NERVOUS_SYSTEM,,,Male,KCLB,2.0,-3.624408283,,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,40.7,CVCL_5087,,central_nervous_system,,Brain Cancer,Oligodendroglioma,40,,,central_nervous_system,glioma,oligodendroglioma,
ACH-000808,HuH28,HUH28,HUH28_BILIARY_TRACT,,,Female,HSRRB,,,,,,CVCL_2955,,biliary_tract,Primary,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-000809,KYSE-410,KYSE410,KYSE410_OESOPHAGUS,,753574.0,Male,DSMZ,2.0,-4.254809444,Adherent,RPMI + 10% FBS,91.3,CVCL_1352,952.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,51,SIDM01028,,esophagus,esophagus_squamous,,
ACH-000810,SK-MEL-30,SKMEL30,SKMEL30_SKIN,,909726.0,Male,DSMZ,1.0,-2.6509732109999997,Adherent,RPMI + 10% FBS,69.7,CVCL_0039,1789.0,skin,Metastasis,Skin Cancer,Melanoma,67,SIDM00392,,skin,melanoma,,
ACH-000811,SK-OV-3,SKOV3,SKOV3_OVARY,,905959.0,Female,ATCC,3.0,-4.620322985,Adherent,McCoy's 5A + 10% FBS,79.4,CVCL_0532,1166.0,ascites,Metastasis,Ovarian Cancer,"Cystadenocarcinoma, endometrioid",64,SIDM00079,,ovary,ovary_adenocarcinoma,endometrioid,
ACH-000812,COLO-783,COLO783,COLO783_SKIN,,1240125.0,Female,DSMZ,,,,,,CVCL_1997,857.0,lymph_node,Metastasis,Skin Cancer,Melanoma,48,SIDM00955,,skin,melanoma,,
ACH-000813,T3M-10,T3M10,T3M10_LUNG,,,Male,RIKEN,,,,,,CVCL_8067,,lung,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",40,,,lung,NSCLC,NSCLC_large_cell,
ACH-000814,Hs 939.T,HS939T,HS939T_SKIN,,1298144.0,Female,ATCC,2.0,-2.399096234,Adherent,DMEM + 10% FBS,61.9,CVCL_1036,1261.0,skin,,Skin Cancer,Melanoma,24,SIDM00663,,skin,melanoma,,
ACH-000815,KM-H2,KMH2,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909976.0,Male,DSMZ,,,,,,CVCL_1330,313.0,pleural_effusion,Metastasis,Lymphoma,"B-cell, Hodgkins",37,SIDM01018,,lymphocyte,hodgkin_lymphoma,,
ACH-000816,NCI-H524,NCIH524,NCIH524_LUNG,,908483.0,Male,ATCC,,,,,,CVCL_1568,2147.0,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),63,SIDM01129,,lung,SCLC,,
ACH-000817,RPMI 8226,RPMI8226,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905964.0,Male,ATCC,2.0,-2.796640149,Suspension,RPMI + 10% FBS,60.7,CVCL_0014,705.0,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,"Multiple Myeloma, plasmacytoma",61,SIDM00087,,plasma_cell,multiple_myeloma,plasmacytoma,
ACH-000818,BT-483,BT483,BT483_BREAST,,949093.0,Female,ATCC,,,,,,CVCL_2319,1231.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,23,SIDM00892,,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal
ACH-000819,LN-18,LN18,LN18_CENTRAL_NERVOUS_SYSTEM,,1240168.0,Male,ATCC,2.0,-3.9228345630000003,Adherent,DMEM + 5% FBS,80.5,CVCL_0392,1503.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,65,SIDM00685,,central_nervous_system,glioma,glioblastoma,
ACH-000820,SW403,SW403,SW403_LARGE_INTESTINE,,,Female,ATCC,1.0,-1.5698698080000002,Adherent,L15 + 10% FBS,24.8,CVCL_0545,,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,51,SIDM00836,,colorectal,colorectal_adenocarcinoma,,
ACH-000821,EJM,EJM,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1297447.0,Female,DSMZ,2.0,-3.0183731610000004,Suspension,IMDM + 10% FBS,76.1,CVCL_2030,567.0,ascites,Primary,Myeloma,Multiple Myeloma,58,SIDM01048,,plasma_cell,multiple_myeloma,,
ACH-000822,SK-MEL-24,SKMEL24,SKMEL24_SKIN,,909725.0,Male,ATCC,2.0,-5.213011145,Adherent,EMEM + 10% FBS,79.1,CVCL_0599,945.0,lymph_node,Metastasis,Skin Cancer,Melanoma,67,SIDM01106,,skin,melanoma,,
ACH-000823,KYSE-140,KYSE140,KYSE140_OESOPHAGUS,,753573.0,Male,DSMZ,2.0,-4.754145179,Adherent,RPMI + 10% FBS,93.0,CVCL_1347,951.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,54,SIDM01032,,esophagus,esophagus_squamous,,
ACH-000824,KYSE-510,KYSE510,KYSE510_OESOPHAGUS,,907321.0,Female,DSMZ,2.0,-3.447303457,,RPMI + 10% FBS,94.0,CVCL_1354,893.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,67,SIDM01026,,esophagus,esophagus_squamous,,
ACH-000825,HOP-92,HOP92,HOP92_LUNG,,905973.0,Male,Academic lab,,,,,,CVCL_1286,888.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00134,,lung,NSCLC,,
ACH-000826,CAL-12T,CAL12T,CAL12T_LUNG,,753540.0,Male,DSMZ,2.0,-2.37947383,Adherent,DMEM + 10% heat inactivated FBS,84.2,CVCL_1105,2252.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00939,,lung,NSCLC,,
ACH-000827,WM-793,WM793,WM793_SKIN,,1299081.0,Male,WISTAR,2.0,-4.5166375830000005,Adherent,RPMI + 10% FBS,55.0,CVCL_8787,114.0,skin,,Skin Cancer,Melanoma,,SIDM00973,,skin,melanoma,,
ACH-000828,ZR-75-30,ZR7530,ZR7530_BREAST,,909907.0,Female,ATCC,,,,,,CVCL_1661,429.0,ascites,Metastasis,Breast Cancer,Breast Ductal Carcinoma,47,SIDM00971,,breast,breast_ductal_carcinoma,ERpos_HER2pos,HER2_amp
ACH-000829,HuNS1,HUNS1,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,2.0,-3.2345293739999996,Suspension,RPMI + 15% FBS,70.2,CVCL_2526,,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,,,,plasma_cell,multiple_myeloma,,
ACH-000830,NCI-H1436,NCIH1436,NCIH1436_LUNG,,908469.0,Male,ATCC,,,,,,CVCL_1471,2120.0,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),39,SIDM00697,,lung,SCLC,,
ACH-000831,HEC-50B,HEC50B,HEC50B_ENDOMETRIUM,,,Female,HSRRB,2.0,-3.887294115,,EMEM + 15% FBS,87.4,CVCL_2929,,ascites,Metastasis,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,,uterus,endometrial_adenocarcinoma,,
ACH-000832,CAL 27,CAL27,CAL27_UPPER_AERODIGESTIVE_TRACT,,910916.0,Male,ATCC,1.0,-3.428613005,Adherent,DMEM + 10% FBS,85.7,CVCL_1107,1911.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,56,SIDM00937,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000833,RH-30,RH30,RH30_SOFT_TISSUE,,,Male,DSMZ,2.0,-3.363446625,Adherent,RPMI + 10% FBS,61.5,CVCL_0041,,bone_marrow,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",17,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-000834,UM-UC-1,UMUC1,UMUC1_URINARY_TRACT,,,Male,ECACC,2.0,-4.506061197,Adherent,EMEM + 10% FBS + 2mM Glutamax + NEAA,66.3,CVCL_2743,,lymph_node,Metastasis,Bladder Cancer,Transitional Cell Carcinoma,,,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,
ACH-000835,GCT,GCT,GCT_SOFT_TISSUE,,906999.0,Male,ATCC,2.0,-5.159567143,Adherent,McCoy's 5A + 10% FBS,79.8,CVCL_1229,963.0,soft_tissue,Metastasis,Sarcoma,Pleomorphic Sarcoma,29,SIDM00853,,soft_tissue,pleomorphic_sarcoma,,
ACH-000836,YD-15,YD15,YD15_SALIVARY_GLAND,,,Male,KCLB,2.0,-3.501497971,,RPMI + 10% FBS,94.3,CVCL_8930,,salivary_gland,,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue",39,,,upper_aerodigestive,upper_aerodigestive_squamous,tongue,
ACH-000837,NCI-H322,NCIH322,NCIH322_LUNG,,,Male,ECACC,4.0,-4.916673467,Adherent,RPMI + 10% FBS+ 2% Glutamine,79.5,CVCL_1556,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",52,SIDM00117,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000838,AMO-1,AMO1,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1295741.0,Female,DSMZ,1.0,-3.400869015,Suspension,RPMI + 10% FBS,63.0,CVCL_1806,1204.0,ascites,Primary,Myeloma,"Multiple Myeloma, plasmacytoma",64,SIDM00993,,plasma_cell,multiple_myeloma,plasmacytoma,
ACH-000839,SCaBER,SCABER,SCABER_URINARY_TRACT,,,Male,ATCC,2.0,-3.243999581,Adherent,EMEM + 10% FBS + 2mM L-glutamine + 0.1mM Sodium pyruvate + 0.1mM NEAA,54.0,CVCL_3599,,urinary_tract,Primary,Bladder Cancer,Squamous Cell Carcinoma,58,SIDM00032,,urinary_tract,bladder_carcinoma,bladder_squamous,
ACH-000840,HCC-366,HCC366,HCC366_LUNG,,1240144.0,Female,DSMZ,2.0,-2.3387542580000003,,RPMI + 10% FBS,85.5,CVCL_2059,638.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",80,SIDM01070,,lung,NSCLC,NSCLC_adenosquamous,
ACH-000841,NCI-H2087,NCIH2087,NCIH2087_LUNG,,724834.0,Male,ATCC,4.0,-2.517979435,,RPMI + 5% FBS,72.3,CVCL_1524,915.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",69,SIDM00708,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000842,SW 480,SW480,SW480_LARGE_INTESTINE,,,Male,ATCC,,,,,,CVCL_0546,,lymph_node,Primary,Colon/Colorectal Cancer,Adenocarcinoma,50,SIDM00840,,colorectal,colorectal_adenocarcinoma,,
ACH-000843,HARA,HARA,HARA_LUNG,,1240142.0,Male,HSRRB,2.0,-4.067752941,Adherent,RPMI + 10% FBS,60.7,CVCL_2914,350.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",57,SIDM00598,,lung,NSCLC,NSCLC_squamous,
ACH-000844,DMS 454,DMS454,DMS454_LUNG,,,Male,ECACC,,,,,,CVCL_2438,,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),,,,lung,SCLC,,
ACH-000845,NCI-H1373,NCIH1373,NCIH1373_LUNG,,,Male,ATCC,2.0,-2.538043199,Adherent,RPMI + 10% FBS,86.7,CVCL_1465,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",56,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000846,FaDu,FADU,FADU_UPPER_AERODIGESTIVE_TRACT,,906863.0,Male,ATCC,2.0,-3.0507095719999997,Adherent,EMEM + 10% FBS,92.5,CVCL_1218,1170.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,56,SIDM00860,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000847,HGC-27,HGC27,HGC27_STOMACH,,907055.0,Unknown,ECACC,2.0,-2.829991145,Adherent,MEM + 10% FBS + 2mM L-glutamine + NEAA,59.1,CVCL_1279,1102.0,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,,SIDM00290,,gastric,gastric_adenocarcinoma,,
ACH-000848,JHH-7,JHH7,JHH7_LIVER,,1240160.0,Male,HSRRB,2.0,-4.145950682,,William's E medium + 10% FBS,79.4,CVCL_2805,1038.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,53,SIDM00614,,liver,hepatocellular_carcinoma,,
ACH-000849,MDA-MB-468,MDAMB468,MDAMB468_BREAST,,908123.0,Female,ATCC,1.0,-4.481048412,Adherent,DMEM + 10% FBS,90.6,CVCL_0419,415.0,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,51,SIDM00628,,breast,breast_carcinoma,ERneg_HER2neg,basal_A
ACH-000850,Hs 698.T,HS698T,HS698T_FIBROBLAST,,,Male,ATCC,,,,,,CVCL_0855,,soft_tissue,Metastasis,Fibroblast,Colorectal,70,,,fibroblast,fibroblast_colorectal,,
ACH-000851,MOR/CPR,MORCPR,MORCPR_LUNG,,,Unknown,ECACC,3.0,-3.5703763060000004,Suspension,RPMI + 10% FBS,77.4,CVCL_2620,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000852,NCI-H1435,NCIH1435,NCIH1435_LUNG,,1298347.0,Female,ATCC,,,,,,CVCL_1470,2119.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",35,SIDM00658,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000853,NCI-H661,NCIH661,NCIH661_LUNG,,687829.0,Male,ATCC,2.0,-4.40138482,Adherent,RPMI + 10% FBS,84.8,CVCL_1577,107.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",43,SIDM01122,,lung,NSCLC,NSCLC_large_cell,
ACH-000854,OCI-MY5,OCIMY5,OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,Academic lab,1.0,-2.70872009,not found,not found,45.9,CVCL_E332,,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,,,,plasma_cell,multiple_myeloma,,
ACH-000855,KYSE-150,KYSE150,KYSE150_OESOPHAGUS,,907317.0,Female,DSMZ,2.0,-3.331542269,Adherent,RPMI:F12 (1:1) + 10% FBS,86.4,CVCL_1348,407.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,49,SIDM01031,,esophagus,esophagus_squamous,,
ACH-000856,CAL-51,CAL51,CAL51_BREAST,,910927.0,Female,DSMZ,3.0,-4.21740759,Adherent,DMEM + 20% FBS,56.8,CVCL_1110,4.0,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,45,SIDM00933,,breast,breast_carcinoma,ERneg_HER2neg,basal_B
ACH-000857,CAL-85-1,CAL851,CAL851_BREAST,,910852.0,Female,DSMZ,,,,,,CVCL_1114,113.0,breast,Primary,Breast Cancer,Carcinoma,35,SIDM00928,,breast,breast_carcinoma,ERneg_HER2neg,basal_A
ACH-000858,KNS-62,KNS62,KNS62_LUNG,,753569.0,Male,ATCC,2.0,-4.602427822,Adherent,AlphaMEM + 10% FBS,79.8,CVCL_1335,1369.0,central_nervous_system,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",49,SIDM00606,,lung,NSCLC,NSCLC_squamous,
ACH-000859,HCC1954,HCC1954,HCC1954_BREAST,,749709.0,Female,ATCC,2.0,-2.615953703,Adherent,RPMI + 10% FBS,66.8,CVCL_1259,2143.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,61,SIDM00872,,breast,breast_ductal_carcinoma,ERneg_HER2pos,basal_A
ACH-000860,NCI-H358,NCIH358,NCIH358_LUNG,,908465.0,Male,ATCC,2.0,-3.232942656,Adherent,,95.3,CVCL_1559,1691.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00718,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000861,HOP-62,HOP62,HOP62_LUNG,,905972.0,Female,Academic lab,3.0,-4.019520881,Adherent,RPMI + 10% FBS,77.4,CVCL_1285,1500.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00133,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000862,KMBC-2,KMBC2,KMBC2_URINARY_TRACT,,,Unknown,HSRRB,2.0,-3.879925141,,DMEM + 10% FBS,70.6,CVCL_2977,,urinary_tract,Primary,Bladder Cancer,Carcinoma,,,,urinary_tract,bladder_carcinoma,,
ACH-000863,DBTRG-05MG,DBTRG05MG,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,,906835.0,Female,ATCC,,,,,,CVCL_1169,1784.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,59,SIDM00867,,central_nervous_system,glioma,glioblastoma,
ACH-000864,COLO 684,COLO684,COLO684_ENDOMETRIUM,,910691.0,Female,ECACC,0.0,-0.5449629979999999,Suspension,RPMI + 10% FBS + 2mM Glutamine,83.4,CVCL_1132,218.0,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,63,SIDM00142,,uterus,endometrial_adenocarcinoma,,
ACH-000865,KYSE-450,KYSE450,KYSE450_OESOPHAGUS,,907320.0,Male,DSMZ,2.0,-4.860007892,Adherent,RPMI:F12 (1:1) + 10% FBS,75.3,CVCL_1353,60.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,59,SIDM01027,,esophagus,esophagus_squamous,,
ACH-000866,NCI-H1048,NCIH1048,NCIH1048_LUNG,,687995.0,Female,ATCC,2.0,-5.1844472669999995,Adherent,RPMI + 10% FBS + 5ml Insulin-Transferrin-Selenium,89.3,CVCL_1453,1875.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00654,,lung,SCLC,,
ACH-000867,ChaGo-K-1,CHAGOK1,CHAGOK1_LUNG,,687596.0,Male,ECACC,2.0,-4.974108303,Adherent,RPMI + 10% FBS,94.4,CVCL_1121,1605.0,lung,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",45,SIDM00924,,lung,NSCLC,,
ACH-000868,HCC-1195,HCC1195,HCC1195_LUNG,,,Male,KCLB,,,,,,CVCL_5127,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",47,,,lung,NSCLC,NSCLC_adenosquamous,
ACH-000869,NCI-H1568,NCIH1568,NCIH1568_LUNG,,1298348.0,Female,ATCC,2.0,-4.249805225,Adherent,RPMI + 10% FBS,94.6,CVCL_1476,711.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",48,SIDM00750,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000870,NCI-H1930,NCIH1930,NCIH1930_LUNG,,,Male,ATCC,,,,,,CVCL_1507,,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),41,,,lung,SCLC,,
ACH-000871,NCI-H510,NCIH510,NCIH510_LUNG,,753605.0,Male,ATCC,,,,,,CVCL_1565,919.0,autonomic_ganglia,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),56,SIDM00927,,lung,SCLC,,
